No.,Review_Text,Sentiment_Label,review_length,tokens,Cleaned_review
7180001,awful product user friendly get person cad architect dont wast time money,0,12,"['awful', 'product', 'user', 'friendly', 'get', 'person', 'cad', 'architect', 'dont', 'wast', 'time', 'money']",awful product user friendly get person cad architect dont wast time money
7190001,never learned college high school type burden trem papers typed rest pay papers typedthe complaint dragon naturallyspeaking software days tech support enough really need give person months impossible person master dragon fully day period major complaint another complaint southern accent seem agree dragon always correcting dragon southern drawl fact review written dragon naturallyspeaking originally got dragon naturallyspeaking home edition upgraded premium warrantee run cost per incident get tech support extended warranty program people tech support polite patient bend backwards help problem whole lot better asking questions phone trying online also liked feature auto punctuation way worry comma goes period goes far semicolons dragon figured highly recommend anybody going tackle software also purchase dragon naturallyspeaking dummies find valuable book might also interesting know dragon nuance get know dragon video website really reason buy dvd viewing getting know dragon website book dragon naturallyspeaking dummies wellequipped figure things cannot always call tech support,1,149,"['never', 'learned', 'college', 'high', 'school', 'type', 'burden', 'trem', 'paper', 'typed', 'rest', 'pay', 'paper', 'typedthe', 'complaint', 'dragon', 'naturallyspeaking', 'software', 'day', 'tech', 'support', 'enough', 'really', 'need', 'give', 'person', 'month', 'impossible', 'person', 'master', 'dragon', 'fully', 'day', 'period', 'major', 'complaint', 'another', 'complaint', 'southern', 'accent', 'seem', 'agree', 'dragon', 'always', 'correcting', 'dragon', 'southern', 'drawl', 'fact', 'review', 'written', 'dragon', 'naturallyspeaking', 'originally', 'got', 'dragon', 'naturallyspeaking', 'home', 'edition', 'upgraded', 'premium', 'warrantee', 'run', 'cost', 'per', 'incident', 'get', 'tech', 'support', 'extended', 'warranty', 'program', 'people', 'tech', 'support', 'polite', 'patient', 'bend', 'backwards', 'help', 'problem', 'whole', 'lot', 'better', 'asking', 'question', 'phone', 'trying', 'online', 'also', 'liked', 'feature', 'auto', 'punctuation', 'way', 'worry', 'comma', 'go', 'period', 'go', 'far', 'semicolon', 'dragon', 'figured', 'highly', 'recommend', 'anybody', 'going', 'tackle', 'software', 'also', 'purchase', 'dragon', 'naturallyspeaking', 'dummy', 'find', 'valuable', 'book', 'might', 'also', 'interesting', 'know', 'dragon', 'nuance', 'get', 'know', 'dragon', 'video', 'website', 'really', 'reason', 'buy', 'dvd', 'viewing', 'getting', 'know', 'dragon', 'website', 'book', 'dragon', 'naturallyspeaking', 'dummy', 'wellequipped', 'figure', 'thing', 'always', 'call', 'tech', 'support']",never learned college high school type burden trem paper typed rest pay paper typedthe complaint dragon naturallyspeaking software day tech support enough really need give person month impossible person master dragon fully day period major complaint another complaint southern accent seem agree dragon always correcting dragon southern drawl fact review written dragon naturallyspeaking originally got dragon naturallyspeaking home edition upgraded premium warrantee run cost per incident get tech support extended warranty program people tech support polite patient bend backwards help problem whole lot better asking question phone trying online also liked feature auto punctuation way worry comma go period go far semicolon dragon figured highly recommend anybody going tackle software also purchase dragon naturallyspeaking dummy find valuable book might also interesting know dragon nuance get know dragon video website really reason buy dvd viewing getting know dragon website book dragon naturallyspeaking dummy wellequipped figure thing always call tech support
7200001,software order advertised arrived ontime loaded registered software without issues,1,10,"['software', 'order', 'advertised', 'arrived', 'ontime', 'loaded', 'registered', 'software', 'without', 'issue']",software order advertised arrived ontime loaded registered software without issue
7210001,used publisher years love publisher easy use figure,1,8,"['used', 'publisher', 'year', 'love', 'publisher', 'easy', 'use', 'figure']",used publisher year love publisher easy use figure
7220001,bought installed show video see video upgrade version one bought amazon piece junk tricked us paying another ver,0,18,"['bought', 'installed', 'show', 'video', 'see', 'video', 'upgrade', 'version', 'one', 'bought', 'amazon', 'piece', 'junk', 'tricked', 'u', 'paying', 'another', 'ver']",bought installed show video see video upgrade version one bought amazon piece junk tricked u paying another ver
7230001,program two computers third computer linux ubuntu distro favorite two widows computers tm security program functioning well installed month scans seem job program well former program seemed protecting bad stuff trend micro seems take little operating systembr br used trend micro pccillian several years ago always pleased job new laptop came mcafee one feature mcafee liked warning got went suspected web page caused back quicklybr br best feature trend micro computer runs normally notas anti virus program tend hog system also like way program automatically updates,1,86,"['program', 'two', 'computer', 'third', 'computer', 'linux', 'ubuntu', 'distro', 'favorite', 'two', 'widow', 'computer', 'tm', 'security', 'program', 'functioning', 'well', 'installed', 'month', 'scan', 'seem', 'job', 'program', 'well', 'former', 'program', 'seemed', 'protecting', 'bad', 'stuff', 'trend', 'micro', 'seems', 'take', 'little', 'operating', 'systembr', 'br', 'used', 'trend', 'micro', 'pccillian', 'several', 'year', 'ago', 'always', 'pleased', 'job', 'new', 'laptop', 'came', 'mcafee', 'one', 'feature', 'mcafee', 'liked', 'warning', 'got', 'went', 'suspected', 'web', 'page', 'caused', 'back', 'quicklybr', 'br', 'best', 'feature', 'trend', 'micro', 'computer', 'run', 'normally', 'notas', 'anti', 'virus', 'program', 'tend', 'hog', 'system', 'also', 'like', 'way', 'program', 'automatically', 'update']",program two computer third computer linux ubuntu distro favorite two widow computer tm security program functioning well installed month scan seem job program well former program seemed protecting bad stuff trend micro seems take little operating systembr br used trend micro pccillian several year ago always pleased job new laptop came mcafee one feature mcafee liked warning got went suspected web page caused back quicklybr br best feature trend micro computer run normally notas anti virus program tend hog system also like way program automatically update
7240001,say product great get installed working properly real issues said trouble install forget never bad support let talk email chat registered product signed customer id course cant installed product trouble installing fully luck finally figured got working pain finally able call kept hold minutes voice came said agents busy call back later hung called back later randomly disconnected minutes big tip make sure windows product id valid try install program caused mess cant use windows upgrade disk product id since requires windows already installed summary good product pray works well forget support,1,92,"['say', 'product', 'great', 'get', 'installed', 'working', 'properly', 'real', 'issue', 'said', 'trouble', 'install', 'forget', 'never', 'bad', 'support', 'let', 'talk', 'email', 'chat', 'registered', 'product', 'signed', 'customer', 'id', 'course', 'cant', 'installed', 'product', 'trouble', 'installing', 'fully', 'luck', 'finally', 'figured', 'got', 'working', 'pain', 'finally', 'able', 'call', 'kept', 'hold', 'minute', 'voice', 'came', 'said', 'agent', 'busy', 'call', 'back', 'later', 'hung', 'called', 'back', 'later', 'randomly', 'disconnected', 'minute', 'big', 'tip', 'make', 'sure', 'window', 'product', 'id', 'valid', 'try', 'install', 'program', 'caused', 'mess', 'cant', 'use', 'window', 'upgrade', 'disk', 'product', 'id', 'since', 'requires', 'window', 'already', 'installed', 'summary', 'good', 'product', 'pray', 'work', 'well', 'forget', 'support']",say product great get installed working properly real issue said trouble install forget never bad support let talk email chat registered product signed customer id course cant installed product trouble installing fully luck finally figured got working pain finally able call kept hold minute voice came said agent busy call back later hung called back later randomly disconnected minute big tip make sure window product id valid try install program caused mess cant use window upgrade disk product id since requires window already installed summary good product pray work well forget support
7250001,able start typing right away actually read directions able take whole lot product couple weeks got complaints,1,17,"['able', 'start', 'typing', 'right', 'away', 'actually', 'read', 'direction', 'able', 'take', 'whole', 'lot', 'product', 'couple', 'week', 'got', 'complaint']",able start typing right away actually read direction able take whole lot product couple week got complaint
7260001,tried software compare video editors reviewing including corel videostudio x cyberlink power director adobe premiere elements sony vegas movie studio layout interface pinnacle studio probably one best easy pretty intuitive video quality seems good well however sporadically frequently add transitions menus editing features get large blue exclamation point edit quick search web shows common problem pain fix tried support help fix problem somewhat rude tech repeatedly indicated important support trial versions asked would buy trial doesnt even work well even referred pinnacle systems page indicated important support trial versions clearly poor policy one marketing department likely would subset chat session names hidden protect privacy tried knowledge base first see reasonable fix pinnacle tech important support trial versions pinnacle tech thats says link pinnacle tech please check pinnacle support policy north america contacting support important support trial versions pinnacle tech hope clear asked speak manager response software pretty cool although maybe limited advanced features problem large blue exclamation points would avoid software due poor customer support policy rude techs,0,168,"['tried', 'software', 'compare', 'video', 'editor', 'reviewing', 'including', 'corel', 'videostudio', 'x', 'cyberlink', 'power', 'director', 'adobe', 'premiere', 'element', 'sony', 'vega', 'movie', 'studio', 'layout', 'interface', 'pinnacle', 'studio', 'probably', 'one', 'best', 'easy', 'pretty', 'intuitive', 'video', 'quality', 'seems', 'good', 'well', 'however', 'sporadically', 'frequently', 'add', 'transition', 'menu', 'editing', 'feature', 'get', 'large', 'blue', 'exclamation', 'point', 'edit', 'quick', 'search', 'web', 'show', 'common', 'problem', 'pain', 'fix', 'tried', 'support', 'help', 'fix', 'problem', 'somewhat', 'rude', 'tech', 'repeatedly', 'indicated', 'important', 'support', 'trial', 'version', 'asked', 'would', 'buy', 'trial', 'doesnt', 'even', 'work', 'well', 'even', 'referred', 'pinnacle', 'system', 'page', 'indicated', 'important', 'support', 'trial', 'version', 'clearly', 'poor', 'policy', 'one', 'marketing', 'department', 'likely', 'would', 'subset', 'chat', 'session', 'name', 'hidden', 'protect', 'privacy', 'tried', 'knowledge', 'base', 'first', 'see', 'reasonable', 'fix', 'pinnacle', 'tech', 'important', 'support', 'trial', 'version', 'pinnacle', 'tech', 'thats', 'say', 'link', 'pinnacle', 'tech', 'please', 'check', 'pinnacle', 'support', 'policy', 'north', 'america', 'contacting', 'support', 'important', 'support', 'trial', 'version', 'pinnacle', 'tech', 'hope', 'clear', 'asked', 'speak', 'manager', 'response', 'software', 'pretty', 'cool', 'although', 'maybe', 'limited', 'advanced', 'feature', 'problem', 'large', 'blue', 'exclamation', 'point', 'would', 'avoid', 'software', 'due', 'poor', 'customer', 'support', 'policy', 'rude', 'tech']",tried software compare video editor reviewing including corel videostudio x cyberlink power director adobe premiere element sony vega movie studio layout interface pinnacle studio probably one best easy pretty intuitive video quality seems good well however sporadically frequently add transition menu editing feature get large blue exclamation point edit quick search web show common problem pain fix tried support help fix problem somewhat rude tech repeatedly indicated important support trial version asked would buy trial doesnt even work well even referred pinnacle system page indicated important support trial version clearly poor policy one marketing department likely would subset chat session name hidden protect privacy tried knowledge base first see reasonable fix pinnacle tech important support trial version pinnacle tech thats say link pinnacle tech please check pinnacle support policy north america contacting support important support trial version pinnacle tech hope clear asked speak manager response software pretty cool although maybe limited advanced feature problem large blue exclamation point would avoid software due poor customer support policy rude tech
7270001,math hard even goodly teacherbr br math advantage isnt going magically make youbr good numbers already commited tobr working math advantage give abr hand upbr br really interested math dont wastebr money already work thingbr help lot,1,37,"['math', 'hard', 'even', 'goodly', 'teacherbr', 'br', 'math', 'advantage', 'isnt', 'going', 'magically', 'make', 'youbr', 'good', 'number', 'already', 'commited', 'tobr', 'working', 'math', 'advantage', 'give', 'abr', 'hand', 'upbr', 'br', 'really', 'interested', 'math', 'dont', 'wastebr', 'money', 'already', 'work', 'thingbr', 'help', 'lot']",math hard even goodly teacherbr br math advantage isnt going magically make youbr good number already commited tobr working math advantage give abr hand upbr br really interested math dont wastebr money already work thingbr help lot
7280001,really enjoyed way could track progress like speed number errors makes feel good see improvement fast,1,16,"['really', 'enjoyed', 'way', 'could', 'track', 'progress', 'like', 'speed', 'number', 'error', 'make', 'feel', 'good', 'see', 'improvement', 'fast']",really enjoyed way could track progress like speed number error make feel good see improvement fast
7290001,dont get confused licensing mumbo jumbo comes package full version ready installed dont forget plan disk partitioning strategy start far noticed dimes worth difference pro version working great br br however vista coupon shipped package expired march additionally coupon applied new systems purchased october march dont let vista thing induce,1,50,"['dont', 'get', 'confused', 'licensing', 'mumbo', 'jumbo', 'come', 'package', 'full', 'version', 'ready', 'installed', 'dont', 'forget', 'plan', 'disk', 'partitioning', 'strategy', 'start', 'far', 'noticed', 'dime', 'worth', 'difference', 'pro', 'version', 'working', 'great', 'br', 'br', 'however', 'vista', 'coupon', 'shipped', 'package', 'expired', 'march', 'additionally', 'coupon', 'applied', 'new', 'system', 'purchased', 'october', 'march', 'dont', 'let', 'vista', 'thing', 'induce']",dont get confused licensing mumbo jumbo come package full version ready installed dont forget plan disk partitioning strategy start far noticed dime worth difference pro version working great br br however vista coupon shipped package expired march additionally coupon applied new system purchased october march dont let vista thing induce
7300001,using quicken mac years unfortunately actually getting worse bugs anoying features cant turn last years add insult injury quicken support older versions forces upgrade crappy new version br finally switched moneydance switching getting used new software package bit pain br set moneydance love much simpler much less buggy yet find bug quicken definitely best home finance package mac,1,58,"['using', 'quicken', 'mac', 'year', 'unfortunately', 'actually', 'getting', 'worse', 'bug', 'anoying', 'feature', 'cant', 'turn', 'last', 'year', 'add', 'insult', 'injury', 'quicken', 'support', 'older', 'version', 'force', 'upgrade', 'crappy', 'new', 'version', 'br', 'finally', 'switched', 'moneydance', 'switching', 'getting', 'used', 'new', 'software', 'package', 'bit', 'pain', 'br', 'set', 'moneydance', 'love', 'much', 'simpler', 'much', 'less', 'buggy', 'yet', 'find', 'bug', 'quicken', 'definitely', 'best', 'home', 'finance', 'package', 'mac']",using quicken mac year unfortunately actually getting worse bug anoying feature cant turn last year add insult injury quicken support older version force upgrade crappy new version br finally switched moneydance switching getting used new software package bit pain br set moneydance love much simpler much less buggy yet find bug quicken definitely best home finance package mac
7310001,repeat buy program unless love frustrated every turn program screwed bookkeeping badly thanks trial versions simply going start quicken cant even access program program purchased cost minimum per minute minimum talk tech support person rip byebye first edge hello quicken,0,40,"['repeat', 'buy', 'program', 'unless', 'love', 'frustrated', 'every', 'turn', 'program', 'screwed', 'bookkeeping', 'badly', 'thanks', 'trial', 'version', 'simply', 'going', 'start', 'quicken', 'cant', 'even', 'access', 'program', 'program', 'purchased', 'cost', 'minimum', 'per', 'minute', 'minimum', 'talk', 'tech', 'support', 'person', 'rip', 'byebye', 'first', 'edge', 'hello', 'quicken']",repeat buy program unless love frustrated every turn program screwed bookkeeping badly thanks trial version simply going start quicken cant even access program program purchased cost minimum per minute minimum talk tech support person rip byebye first edge hello quicken
7320001,initially released unduly restrictive family pack license handle multiple computers internet connection properlybrthe latest update solves software problems apple rewriting family pack license allow installation multiple computers including ones taken primary residencebrwith fixes family pack great deal particularly people respect intellectual property rights,1,43,"['initially', 'released', 'unduly', 'restrictive', 'family', 'pack', 'license', 'handle', 'multiple', 'computer', 'internet', 'connection', 'properlybrthe', 'latest', 'update', 'solves', 'software', 'problem', 'apple', 'rewriting', 'family', 'pack', 'license', 'allow', 'installation', 'multiple', 'computer', 'including', 'one', 'taken', 'primary', 'residencebrwith', 'fix', 'family', 'pack', 'great', 'deal', 'particularly', 'people', 'respect', 'intellectual', 'property', 'right']",initially released unduly restrictive family pack license handle multiple computer internet connection properlybrthe latest update solves software problem apple rewriting family pack license allow installation multiple computer including one taken primary residencebrwith fix family pack great deal particularly people respect intellectual property right
7330001,know others experienced running patch cd ruined linux experience suse linux still recognize pcmcia cards running staroffice got error messages quotoptstarofficework existquot fatal errors trying load ms office files windowsc partitionso flawlessly wayand trying create new files templates could found anywherebr wordsthis particular distribution staroffice appear loadinstall properly appear function even adequately linux wizards might say quotwell tweak tweak tweakquot fine time one anyway install work properly periodbr still willing give quotstandardquot distribution try wish saved money time around,0,79,"['know', 'others', 'experienced', 'running', 'patch', 'cd', 'ruined', 'linux', 'experience', 'suse', 'linux', 'still', 'recognize', 'pcmcia', 'card', 'running', 'staroffice', 'got', 'error', 'message', 'quotoptstarofficework', 'existquot', 'fatal', 'error', 'trying', 'load', 'm', 'office', 'file', 'windowsc', 'partitionso', 'flawlessly', 'wayand', 'trying', 'create', 'new', 'file', 'template', 'could', 'found', 'anywherebr', 'wordsthis', 'particular', 'distribution', 'staroffice', 'appear', 'loadinstall', 'properly', 'appear', 'function', 'even', 'adequately', 'linux', 'wizard', 'might', 'say', 'quotwell', 'tweak', 'tweak', 'tweakquot', 'fine', 'time', 'one', 'anyway', 'install', 'work', 'properly', 'periodbr', 'still', 'willing', 'give', 'quotstandardquot', 'distribution', 'try', 'wish', 'saved', 'money', 'time', 'around']",know others experienced running patch cd ruined linux experience suse linux still recognize pcmcia card running staroffice got error message quotoptstarofficework existquot fatal error trying load m office file windowsc partitionso flawlessly wayand trying create new file template could found anywherebr wordsthis particular distribution staroffice appear loadinstall properly appear function even adequately linux wizard might say quotwell tweak tweak tweakquot fine time one anyway install work properly periodbr still willing give quotstandardquot distribution try wish saved money time around
7340001,adobe framemaker industry standard professional desktop bookmaking widely used technical writers computer industry framemaker desktop publishing software handle production publication page books ms word usually falls apart around pages framemaker fully enabled style markup indexing crossreferencing features well word processing package market designed coupled adobe acrobat create active fully crosslinked pdfsbr professional writer without,1,54,"['adobe', 'framemaker', 'industry', 'standard', 'professional', 'desktop', 'bookmaking', 'widely', 'used', 'technical', 'writer', 'computer', 'industry', 'framemaker', 'desktop', 'publishing', 'software', 'handle', 'production', 'publication', 'page', 'book', 'm', 'word', 'usually', 'fall', 'apart', 'around', 'page', 'framemaker', 'fully', 'enabled', 'style', 'markup', 'indexing', 'crossreferencing', 'feature', 'well', 'word', 'processing', 'package', 'market', 'designed', 'coupled', 'adobe', 'acrobat', 'create', 'active', 'fully', 'crosslinked', 'pdfsbr', 'professional', 'writer', 'without']",adobe framemaker industry standard professional desktop bookmaking widely used technical writer computer industry framemaker desktop publishing software handle production publication page book m word usually fall apart around page framemaker fully enabled style markup indexing crossreferencing feature well word processing package market designed coupled adobe acrobat create active fully crosslinked pdfsbr professional writer without
7350001,works really great top tier pc basic needs could ask havent single problem months must anyone college isnt looking break bank,1,21,"['work', 'really', 'great', 'top', 'tier', 'pc', 'basic', 'need', 'could', 'ask', 'havent', 'single', 'problem', 'month', 'must', 'anyone', 'college', 'isnt', 'looking', 'break', 'bank']",work really great top tier pc basic need could ask havent single problem month must anyone college isnt looking break bank
7370001,worked great great price,1,4,"['worked', 'great', 'great', 'price']",worked great great price
7380001,good product plug router ready use,1,6,"['good', 'product', 'plug', 'router', 'ready', 'use']",good product plug router ready use
7390001,small laptop one usb docked two docked love cord add many accessories additionally items want sync laptop simple charge additional plugs,1,21,"['small', 'laptop', 'one', 'usb', 'docked', 'two', 'docked', 'love', 'cord', 'add', 'many', 'accessory', 'additionally', 'item', 'want', 'sync', 'laptop', 'simple', 'charge', 'additional', 'plug']",small laptop one usb docked two docked love cord add many accessory additionally item want sync laptop simple charge additional plug
7400001,received generic converter hawking,0,4,"['received', 'generic', 'converter', 'hawking']",received generic converter hawking
7410001,little bit loss fit place perfectly bad second brand,1,9,"['little', 'bit', 'loss', 'fit', 'place', 'perfectly', 'bad', 'second', 'brand']",little bit loss fit place perfectly bad second brand
7420001,happy purchase read many reviews looked laptops similar one eventually decided one im gladbr br agree say great price offers nvidia graphics card gives like fps play leaguebr br using couple days already love runs good looks feels great first windows computer im impressed external design think slickbr br backlit keyboard automatically lights touched turns left alone seconds touchpad twofinger scroll love coming mac computers fancy touchpads,1,67,"['happy', 'purchase', 'read', 'many', 'review', 'looked', 'laptop', 'similar', 'one', 'eventually', 'decided', 'one', 'im', 'gladbr', 'br', 'agree', 'say', 'great', 'price', 'offer', 'nvidia', 'graphic', 'card', 'give', 'like', 'fps', 'play', 'leaguebr', 'br', 'using', 'couple', 'day', 'already', 'love', 'run', 'good', 'look', 'feel', 'great', 'first', 'window', 'computer', 'im', 'impressed', 'external', 'design', 'think', 'slickbr', 'br', 'backlit', 'keyboard', 'automatically', 'light', 'touched', 'turn', 'left', 'alone', 'second', 'touchpad', 'twofinger', 'scroll', 'love', 'coming', 'mac', 'computer', 'fancy', 'touchpads']",happy purchase read many review looked laptop similar one eventually decided one im gladbr br agree say great price offer nvidia graphic card give like fps play leaguebr br using couple day already love run good look feel great first window computer im impressed external design think slickbr br backlit keyboard automatically light touched turn left alone second touchpad twofinger scroll love coming mac computer fancy touchpads
7440001,works great fast shipping,1,4,"['work', 'great', 'fast', 'shipping']",work great fast shipping
7450001,received case nd generation ipad air product designed ipad air returning although size case old new ipad air speaker configuration different holes dont align,0,24,"['received', 'case', 'nd', 'generation', 'ipad', 'air', 'product', 'designed', 'ipad', 'air', 'returning', 'although', 'size', 'case', 'old', 'new', 'ipad', 'air', 'speaker', 'configuration', 'different', 'hole', 'dont', 'align']",received case nd generation ipad air product designed ipad air returning although size case old new ipad air speaker configuration different hole dont align
7460001,got tablets time put cases wala,1,6,"['got', 'tablet', 'time', 'put', 'case', 'wala']",got tablet time put case wala
7470001,slow charge one cable stopped working together almost immediately worth little extra get better brand,0,15,"['slow', 'charge', 'one', 'cable', 'stopped', 'working', 'together', 'almost', 'immediately', 'worth', 'little', 'extra', 'get', 'better', 'brand']",slow charge one cable stopped working together almost immediately worth little extra get better brand
7480001,whoever invented thing couldnt bothered investigate design hard drive enclosures pc cases adapter isnt width drive enclosure six holes meant fasten enclosure positioned incorrectly look better one,0,27,"['whoever', 'invented', 'thing', 'couldnt', 'bothered', 'investigate', 'design', 'hard', 'drive', 'enclosure', 'pc', 'case', 'adapter', 'isnt', 'width', 'drive', 'enclosure', 'six', 'hole', 'meant', 'fasten', 'enclosure', 'positioned', 'incorrectly', 'look', 'better', 'one']",whoever invented thing couldnt bothered investigate design hard drive enclosure pc case adapter isnt width drive enclosure six hole meant fasten enclosure positioned incorrectly look better one
7490001,easy setup increased downloadupload time good buy,1,7,"['easy', 'setup', 'increased', 'downloadupload', 'time', 'good', 'buy']",easy setup increased downloadupload time good buy
7500001,great case hp spectre ultrabook recently purchased pillow type lining keeps hp secure carry around also use zippered pouch carry wireless mouse around im pleased purchase,1,26,"['great', 'case', 'hp', 'spectre', 'ultrabook', 'recently', 'purchased', 'pillow', 'type', 'lining', 'keep', 'hp', 'secure', 'carry', 'around', 'also', 'use', 'zippered', 'pouch', 'carry', 'wireless', 'mouse', 'around', 'im', 'pleased', 'purchase']",great case hp spectre ultrabook recently purchased pillow type lining keep hp secure carry around also use zippered pouch carry wireless mouse around im pleased purchase
7510001,awesome even button leds show charge level,1,7,"['awesome', 'even', 'button', 'led', 'show', 'charge', 'level']",awesome even button led show charge level
7520001,bought congratulatory gift son pursuant summer internship love quality laptop fit problem masculine look great leather quality even smells great looks like picture hell appreciate campus senior year glad chose several considered need spend fortune perfect,1,36,"['bought', 'congratulatory', 'gift', 'son', 'pursuant', 'summer', 'internship', 'love', 'quality', 'laptop', 'fit', 'problem', 'masculine', 'look', 'great', 'leather', 'quality', 'even', 'smell', 'great', 'look', 'like', 'picture', 'hell', 'appreciate', 'campus', 'senior', 'year', 'glad', 'chose', 'several', 'considered', 'need', 'spend', 'fortune', 'perfect']",bought congratulatory gift son pursuant summer internship love quality laptop fit problem masculine look great leather quality even smell great look like picture hell appreciate campus senior year glad chose several considered need spend fortune perfect
7530001,trust dlink products prior dlink router years,1,7,"['trust', 'dlink', 'product', 'prior', 'dlink', 'router', 'year']",trust dlink product prior dlink router year
7540001,fits tablet well makes easier handle less slippery hands,1,9,"['fit', 'tablet', 'well', 'make', 'easier', 'handle', 'less', 'slippery', 'hand']",fit tablet well make easier handle less slippery hand
7550001,thank works great fast,1,4,"['thank', 'work', 'great', 'fast']",thank work great fast
7560001,worried fitting case physically seeing big luckily measurements correct mm clearance side case c cooler stock cooler able safely overclock cpu understand isnt quietest aftermarket coolers much quieter stock cooler dont hear case closed,1,34,"['worried', 'fitting', 'case', 'physically', 'seeing', 'big', 'luckily', 'measurement', 'correct', 'mm', 'clearance', 'side', 'case', 'c', 'cooler', 'stock', 'cooler', 'able', 'safely', 'overclock', 'cpu', 'understand', 'isnt', 'quietest', 'aftermarket', 'cooler', 'much', 'quieter', 'stock', 'cooler', 'dont', 'hear', 'case', 'closed']",worried fitting case physically seeing big luckily measurement correct mm clearance side case c cooler stock cooler able safely overclock cpu understand isnt quietest aftermarket cooler much quieter stock cooler dont hear case closed
7570001,purchased dad use asus tp inch touch laptop reports works great pleased pleased,1,13,"['purchased', 'dad', 'use', 'asus', 'tp', 'inch', 'touch', 'laptop', 'report', 'work', 'great', 'pleased', 'pleased']",purchased dad use asus tp inch touch laptop report work great pleased pleased
7580001,mouse large hand didnt fit comfortably much less expensive logitech though buttons customize cursor speed nice found often bumped inadvertently cursor zooming screen reset everything could continuebr br mouse heading kids school computer though also bit big smaller hands find kids adapt operate much easierand dont really care ergonomic electronic device,0,51,"['mouse', 'large', 'hand', 'didnt', 'fit', 'comfortably', 'much', 'less', 'expensive', 'logitech', 'though', 'button', 'customize', 'cursor', 'speed', 'nice', 'found', 'often', 'bumped', 'inadvertently', 'cursor', 'zooming', 'screen', 'reset', 'everything', 'could', 'continuebr', 'br', 'mouse', 'heading', 'kid', 'school', 'computer', 'though', 'also', 'bit', 'big', 'smaller', 'hand', 'find', 'kid', 'adapt', 'operate', 'much', 'easierand', 'dont', 'really', 'care', 'ergonomic', 'electronic', 'device']",mouse large hand didnt fit comfortably much less expensive logitech though button customize cursor speed nice found often bumped inadvertently cursor zooming screen reset everything could continuebr br mouse heading kid school computer though also bit big smaller hand find kid adapt operate much easierand dont really care ergonomic electronic device
7600001,material color good,1,3,"['material', 'color', 'good']",material color good
7640001,needed small cable clock works perfect iphone phones transaction went smoothly shipping fast product stated overall satisfied,1,17,"['needed', 'small', 'cable', 'clock', 'work', 'perfect', 'iphone', 'phone', 'transaction', 'went', 'smoothly', 'shipping', 'fast', 'product', 'stated', 'overall', 'satisfied']",needed small cable clock work perfect iphone phone transaction went smoothly shipping fast product stated overall satisfied
7650001,hp envy phoenix heo desktop pc dual channel plug instantly pc started run perfectly however default setting mhz get fixed going bios want mhz,1,24,"['hp', 'envy', 'phoenix', 'heo', 'desktop', 'pc', 'dual', 'channel', 'plug', 'instantly', 'pc', 'started', 'run', 'perfectly', 'however', 'default', 'setting', 'mhz', 'get', 'fixed', 'going', 'bios', 'want', 'mhz']",hp envy phoenix heo desktop pc dual channel plug instantly pc started run perfectly however default setting mhz get fixed going bios want mhz
7660001,extremely disappointed product mouse connected fine keyboard keeps dropping randomly stop responding trying work disruptive interfering work,0,17,"['extremely', 'disappointed', 'product', 'mouse', 'connected', 'fine', 'keyboard', 'keep', 'dropping', 'randomly', 'stop', 'responding', 'trying', 'work', 'disruptive', 'interfering', 'work']",extremely disappointed product mouse connected fine keyboard keep dropping randomly stop responding trying work disruptive interfering work
7670001,definitely much used solidworks running onetwo youtube videos browsing webpage yet never used gbbr br star got blue screen error allocating enough virtual memory fixed manually overpriced,1,27,"['definitely', 'much', 'used', 'solidworks', 'running', 'onetwo', 'youtube', 'video', 'browsing', 'webpage', 'yet', 'never', 'used', 'gbbr', 'br', 'star', 'got', 'blue', 'screen', 'error', 'allocating', 'enough', 'virtual', 'memory', 'fixed', 'manually', 'overpriced']",definitely much used solidworks running onetwo youtube video browsing webpage yet never used gbbr br star got blue screen error allocating enough virtual memory fixed manually overpriced
7680001,cannot recognized laptops tried disappointed used lightly,0,6,"['recognized', 'laptop', 'tried', 'disappointed', 'used', 'lightly']",recognized laptop tried disappointed used lightly
7690001,good item loved,1,3,"['good', 'item', 'loved']",good item loved
7710001,great price good buy,1,4,"['great', 'price', 'good', 'buy']",great price good buy
7720001,longest lasting cable ive surprising well priced never fails mebr br update months later ethernet cable still going strong,1,19,"['longest', 'lasting', 'cable', 'ive', 'surprising', 'well', 'priced', 'never', 'fails', 'mebr', 'br', 'update', 'month', 'later', 'ethernet', 'cable', 'still', 'going', 'strong']",longest lasting cable ive surprising well priced never fails mebr br update month later ethernet cable still going strong
7730001,thats really amazing case laptop inchbr love itbr thank much,1,10,"['thats', 'really', 'amazing', 'case', 'laptop', 'inchbr', 'love', 'itbr', 'thank', 'much']",thats really amazing case laptop inchbr love itbr thank much
